,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,County,State
5386,Eva Creek Wind,24.6,64.0583,-148.9,Wind,2013,Golden Valley Elec Assn Inc,71.01,71.779,72.784,73.845,61.514,Denali Borough,Alaska
5387,Evander Andrews Power Complex,270.9,43.1792,-115.7343,Gas,2005.627907,Idaho Power Co,200.383,55.192,255.025,198.102,66.191,Elmore,Idaho
5388,Evanston Township High School,2.4,42.044,-87.6996,Gas,1993,Evanston Board of Education,0,0,0,0,0,Cook,Illinois
5389,Everetts Wildcat Solar  LLC,5,35.8472,-77.1114,Solar,2015,Everetts Wildcat Solar  LLC,NA,NA,8.636,10.544,11.099,Martin,North Carolina
5390,Evergreen BioPower LLC,21,44.7708,-122.612,Waste,2007,Evergreen BioPower LLC,34.185,52.744477,54.228141,48.384903,36.458752,Linn,Oregon
5391,Evergreen Community Power,33,40.3256,-75.9228,Waste,2009,Evergreen Community Power  LLC,102.399001,100.885999,93.507,112.044001,112.548001,Berks,Pennsylvania
5392,Evonik Industries AG,1.2,40.3872,-86.9391,Oil,1992,Evonik Degussa Corporation,0.002,-0.002,-0.003,-0.004,-0.005,Tippecanoe,Indiana
5393,Exchequer,94.5,37.5843,-120.2686,Hydro,1967,Merced Irrigation District,138.218,77.225,10.858,148.222,438.66,Merced,California
5394,Exelon Framingham LLC,42.6,42.2672,-71.3983,Oil,1969.333333,Exelon Power,0.897,2.769,1.223,0.808,0.964,Middlesex,Massachusetts
5395,Exelon LaPorte Generating Station,236,29.7028,-95.0718,Gas,2001,Exelon Power,101.474,84.621,78.947,94.657,78.775,Harris,Texas
5396,Exelon Medway LLC,135,42.14,-71.4464,Oil,1970.333333,Exelon Power,2.25,7.776,2.223,3.412,3.394,Norfolk,Massachusetts
5397,Exelon Solar Chicago,9,41.6758,-87.6514,Solar,2010,Exelon Power,14.293,14.527,14.126,14.102,14.328,Cook,Illinois
5398,Exeter Energy LP,31.3,41.7124,-71.8223,Other,1991,ReEnergy Sterling CT LP,112.6,0,NA,NA,NA,Windham,Connecticut
5399,Exeter Solar,3.5,36.2675,-119.1286,Solar,2014,Tulare PV I LLC,NA,6.559,7.059,6.956,6.606,Tulare,California
5400,Exira,181.5,41.5144,-94.9197,Gas,2005,Western Minnesota Mun Pwr Agny,10.081,5.096,20.791,39.788,46.093,Cass,Iowa
5401,Expander Turbine,20,41.6836,-87.4233,Gas,1981,ArcelorMittal USA Inc,92.82,77.25,86.443,105.567,106.38,Lake,Indiana
5402,Expressway Solar A,2,34.5822,-117.3417,Solar,2014,Sustainable Power Group  LLC,NA,2.891,4.757,4.985,4.819,San Bernardino,California
5403,Expressway Solar B,2,34.5833,-117.3403,Solar,2014,Sustainable Power Group  LLC,NA,2.603,4.301,4.427,4.301,San Bernardino,California
5404,Expressway Solar C2,1.5,34.5844,-117.3414,Solar,2014,Sustainable Power Group  LLC,NA,0.223,3.736,3.737,3.525,San Bernardino,California
5405,Exum Farm Solar  LLC,4.9,35.3704,-77.4549,Solar,2017,Exum Farm Solar  LLC,NA,NA,NA,0.118,9.103,Pitt,North Carolina
5406,ExxonMobil Baton Rouge Turbine Generator,85.3,30.4897,-91.1872,Gas,1990,Exxon Mobil Corp,659.353,650.297,607.084,688.067,670.406,West Baton Rouge Parish,Louisiana
5407,ExxonMobil Baytown Refinery,177.3,29.7535,-94.9973,Gas,1980.677383,Exxon Mobil Refining and Supply Co.,1010.704,1077.87,1052.778,1067.7953,1034.004,Harris,Texas
5408,ExxonMobil Baytown Turbine,381.8,29.7591,-95.0096,Gas,1997.936616,Exxon Mobil Refining and Supply Co.,2486.035,2698.503,2837.046,2712.663,2612.463,Harris,Texas
5409,ExxonMobil Beaumont Refinery,677.8,30.0636,-94.0753,Gas,1998.093685,ExxonMobil Oil Corp,4660.187005,3943.777,4073.053,4037.198,4336.698,Jefferson,Texas
5410,ExxonMobil Mobile Bay Onshore,12,30.432,-88.1824,Gas,1993.075,Exxon Mobil Production Co,65.91538,71.749,83.981,83.285,88.78,Mobile,Alabama
5411,ExxonMobil Oil Joliet Refinery,39.7,41.4167,-88.1833,Gas,1986.717884,ExxonMobil Oil Corp,188.933006,182.72747,0,0,194.787172,Will,Illinois
5412,ExxonMobil Santa Ynez Facility,49.3,34.4648,-120.0444,Gas,1993,Exxon Mobil Production Co,361.536,395.042,150.16,NA,NA,Santa Barbara,California
5413,F B Culley,368.9,37.9111,-87.3275,Coal,1971.313364,Southern Indiana Gas & Elec Co,1837.607952,1532.180007,1408.703982,1131.431956,1843.436041,Warrick,Indiana
5414,FAA NorCal TRACON,1,38.5595,-121.2576,Solar,2013,Enfinity NorCal 1 FAA LLC,2.086,1.845,2.142,4.376,1.968,Sacramento,California
5415,FC Landfill Energy,2.2,39.3678,-77.3489,Waste,2010,FC Landfill Energy,2.164,6.099,8.068,7.3,6.914,Frederick,Maryland
5416,FCPC Renewable Generation,2.2,43.03,-87.9409,Biomass,2013,FCPC Renewable Generation  LLC,NA,NA,7.18634,8.858,7.71,Milwaukee,Wisconsin
5417,FECC Solar Benton,1,34.6384,-92.5783,Solar,2017,Today's Power  Inc.,NA,NA,NA,NA,NA,Saline,Arkansas
5418,FIU Solar,1.6,25.77,-80.3677,Solar,2016,Florida Power & Light Co,NA,NA,NA,0.773,1.481,Miami-Dade,Florida
5419,FLS Solar 170  LLC,2,34.6,-78.97,Solar,2014,Sustainable Power Group  LLC,NA,0.41,3.033,3.312,3.362,Robeson,North Carolina
5420,FLS Solar 200  LLC,4.3,34.5819,-78.94,Solar,2014,Sustainable Power Group  LLC,NA,0.648,5.663,6.4,6.813,Robeson,North Carolina
5421,FLS Solar 230 (Warren),4.8,35.0161,-77.8219,Solar,2015,FLS Solar 230 (Warren),NA,NA,4.926,8.92,9.119,Duplin,North Carolina
5422,FPL E Somerset Windpower LLC,9,39.9792,-79.0128,Wind,2002,Somerset Windpower LLC,21.51,8.944,15.754,16.332,17.224,Somerset,Pennsylvania
5423,FPL Energy Ashtabula Wind LLC,148.5,47.1294,-97.8853,Wind,2009,FPL Energy Ashtabula Wind LLC,466.325,532.197,483.569,506.592,513.461,Barnes,North Dakota
5424,FPL Energy Burleigh County Wind,49.5,47.1167,-100.7333,Wind,2006,FPL Energy Burleigh County Wind LLC,166.693,171.19,159.78,167.726,157.768,Burleigh,North Dakota
5425,FPL Energy Crystal Lake Wind II LLC,200,43.2737,-93.8,Wind,2009,FPL Energy Crystal Lake Wind II LLC,538.05,569.925,528.873,565.591,581.552,Winnebago,Iowa
5426,FPL Energy Crystal Lake Wind LLC,150,43.2125,-93.8311,Wind,2009,FPL Energy Crystal Lake Wind LLC,465.226,551.368,512.081,520.325,516.68,Hancock,Iowa
5427,FPL Energy Illinois Wind LLC,237.5,41.7678,-88.8867,Wind,2010.336842,FPL Energy Illinois Wind LLC,643.491,685.114,667.521,0,688.197,DeKalb,Illinois
5428,FPL Energy Montezuma Winds LLC,36.8,38.1636,-121.7966,Wind,2010,FPL Energy Montezuma Wind,102.938,92.898,96.936,90.591,88.116,Solano,California
5429,FPL Energy North Dakota Wind I/II,61.5,46.3272,-98.8984,Wind,2003,FPL Energy North Dakota Wind LLC,135.767,179.616,175.394,167.719,162.357,Dickey,North Dakota
5430,FPL Energy Oliver Wind I LLC,50.6,47.1528,-101.1977,Wind,2007,FPL Energy Oliver County Wind,155.192,180.425,164.838,167.626,169.49,Oliver,North Dakota
5431,FPL Energy Oliver Wind II LLC,48,47.1528,-101.1977,Wind,2008,FPL Energy Oliver County Wind II LLC,152.404,185.523,170,175.559,172.333,Oliver,North Dakota
5432,FPL Energy Story Wind LLC,150,42.1044,-93.2722,Wind,2009,FPL Energy Story Wind LLC,532.316,504.873,505.939,497.398,494.075,Marshall,Iowa
5433,FPL Energy Vansycle LLC (OR),122.8,46.0128,-118.8162,Wind,2002,FPL Energy Vansycle LLC,269.733,274.382,238.2,284.876,232.629,Benton,Washington
5434,FPL Energy Vansycle LLC (WA),176.9,46.06,-118.917,Wind,2002,FPL Energy Vansycle LLC,361.447,367.594,319.124,381.65,311.66,Benton,Washington
5435,FRV Cygnus Solar Project,20,35.1028,-118.9544,Solar,2014,Southern Power Co,NA,36.312,50.068,50.282,49.616,Kern,California
5436,FRV SI Transport Solar LP,1,38.4869,-121.3911,Solar,2010,FRV SI Transport Solar LP,1.893,1.761,1.616,1.751,NA,Sacramento,California
5437,Facebook 1 Solar Energy Center,10,34.831,-106.762,Solar,2018,NMRD Data Center  LLC,NA,NA,NA,NA,0.658,Valencia,New Mexico
5438,Facile Solar,2,36.0989,-79.4939,Solar,2015,Facile Solar LLC,NA,NA,0.511,3.723,3.57,Alamance,North Carolina
5439,Factory,26.6,39.8259,-89.6373,Oil,1973,City of Springfield - (IL),0.225,0.286,0.075,0.208,0.247,Sangamon,Illinois
5440,Fair Wind,30,39.4046,-79.2911,Wind,2015,Fair Wind Power Partners  LLC,NA,NA,10.806,91.215,104.028,Garrett,Maryland
5441,Fairbanks,42.2,64.8542,-147.7194,Oil,1971.308057,Golden Valley Elec Assn Inc,6.878,7.085,5.842,7.133,6.66,Fairbanks North Star Borough,Alaska
5442,Fairbanks Morse Engine,1.5,42.5185,-89.0287,Oil,1989,Fairbanks Morse Engine,0,0.012,0.001,0,0.003,Rock,Wisconsin
5443,Fairfax,2,44.5259,-94.7188,Oil,2001,City of Fairfax - (MN),0.004,0.009,0.011,0.009,0.012,Renville,Minnesota
5444,Fairfax Falls,3.5,44.6534,-72.9961,Hydro,1919,Green Mountain Power Corp,25.528,22.623,21.613,17.949,22.261,Chittenden,Vermont
5445,Fairfield,7.5,38.3807,-88.366,Oil,1971.32,City of Fairfield- (IL),0.043,0.063,0.058,0.053,0.094,Wayne,Illinois
5446,Fairfield Pumped Storage,587.2,34.3061,-81.3308,Hydro,1978.5,South Carolina Electric&Gas Company,-175.206,-152.382,-123.916,-197.011,-151.47,Lexington,South Carolina
5447,Fairfield University CHP Plant,4.5,41.1589,-73.2572,Gas,2007,Fairfield University,29.154,23.95,24.767,24.449,17.776,Fairfield,Connecticut
5448,Fairfield Wind,10,47.7233,-111.9653,Wind,2014,Greenbacker Renewable Energy Corporation,NA,19.965,31.605,33.312,31.55,Teton,Montana
5449,Fairgrounds,68.3,38.5935,-92.2206,Oil,1974,Union Electric Co - (MO),0.014,0.113,-0.28,-0.21,-0.288,Cole,Missouri
5450,Fairhaven C,1.6,41.663,-70.8632,Solar,2017,Clean Energy Collective LLC,NA,NA,NA,NA,1.563,Plymouth,Massachusetts
5451,Fairhaven Power,18.8,40.7995,-124.2028,Waste,1986,DG Fairhaven Power LLC,115.522001,123.768005,119.445998,68.637,1.013,Humboldt,California
5452,Fairhaven Wind,3,41.6391,-70.8734,Wind,2012,Fairhaven Wind LLC,NA,NA,5.403,5.23,5.732,Bristol,Massachusetts
5453,Fairless Energy Center,1338,40.1475,-74.7411,Gas,2004,Fairless Energy LLC,7673.143,6995.551,6450.262,8579.023,7570.296,Burlington,New Jersey
5454,Fairless Hills,60,40.1405,-74.7506,Waste,1997,Exelon Power,240.020001,0,0,0,229.984001,Burlington,New Jersey
5455,Fairmont (MN),39,43.6579,-94.4647,Gas,2001,Southern Minnesota Mun P Agny,0.335,15.271,15.459,16.305,17.942,Martin,Minnesota
5456,Fairmont Wind,5.4,43.575,-94.4467,Wind,2004.259259,Southern Minnesota Mun P Agny,14.29065,NA,15.893,14.93,13.731,Martin,Minnesota
5457,Fairmont-FLS 100,4,34.52,-79.13,Solar,2014,Sustainable Power Group  LLC,0.2178,7.355,6.114,6.668,7.311,Robeson,North Carolina
5458,Fairview Farms Solar,2,42.4597,-72.6103,Solar,2014,Fairview Farms Solar LLC,NA,1.117,2.649,2.504,2.856,Franklin,Massachusetts
5459,Faison Solar,2,35.0697,-78.1161,Solar,2015,Greenbacker Renewable Energy Corporation,NA,NA,1.657,3.568,0.993,Duplin,North Carolina
5460,Falcon Dam & Power,31.5,26.5575,-99.1642,Hydro,1954,International Bound & Wtr Comm,49.443,37.758,6.805,56.77,72.097,,Tamaulipas
5461,Fall Creek,2.1,41.9856,-122.3605,Hydro,1907.761905,PacifiCorp,9.864,7.396,9.699,10.146,7.872,Siskiyou,California
5462,Fall River Solar,2,41.7513,-71.1145,Solar,2013,Marina Energy LLC,NA,NA,NA,2.877,2.752,Bristol,Massachusetts
5463,Falling Spring,7.2,39.9389,-77.6583,Gas,1982.666667,Borough of Chambersburg,0.713,1.901,0.736,0.825,1.361,Franklin,Pennsylvania
5464,Falls,63.6,40.1765,-74.79,Oil,1970,Exelon Power,0.182,1.163,1.184,0.691,2.801,Bucks,Pennsylvania
5465,Falls City,22,40.055,-95.6083,Gas,1966.4,City of Falls City - (NE),-0.533,0.386,-0.859,0.096,0,Richardson,Nebraska
5466,Falls Creek,4.1,44.3968,-122.3502,Hydro,1985,Falls Creek Hydroelectric Project LP,15.793,16.83,9.911,17.739,18.028,Linn,Oregon
5467,Falls Hydro,31.4,35.3944,-80.0753,Hydro,1919.859873,Cube Hydro Carolinas Yadkin,155.48,115.724,97.196,106.798,90.517,Stanly,North Carolina
5468,Falls River Hydro,9,44.0597,-111.3535,Hydro,1993,Marysville Hydro Partners,44.78265,54.155,40.347,37.751,64.81,Fremont,Idaho
5469,Falls Village,9,41.9573,-73.3693,Hydro,1914,FirstLight Power Resources Services LLC,38.863,45.744,30.932,25.188,33.205,Litchfield,Connecticut
5470,Falmouth Landfill Solar,3,41.6101,-70.5986,Solar,2017,Citizens Enterprises Corporation,NA,NA,NA,NA,3.697,Barnstable,Massachusetts
5471,False Island,1.3,55.4892,-133.1345,Oil,2003,Alaska Power and Telephone Co,1.501,0.818,0.828,0.689,1.553,Annette Island Reserve,Alaska
5472,Faraday,36.6,45.268,-122.3201,Hydro,1934.401639,Portland General Electric Co,143.184,160.962,105.928,158.416,174.129,Clackamas,Oregon
5473,Fargo Drop,1.1,43.625,-116.8997,Hydro,2013,Riverside Investments LLC,3.487,3.487,3.498,4.847,3.979,Owyhee,Idaho
5474,Faribault Energy Park,334.5,44.3356,-93.2906,Gas,2005.729447,Minnesota Municipal Power Agny,572.463007,329.751002,0,0,641.609,Rice,Minnesota
5475,Farley Road Community Solar,1.9,42.1,-72,Solar,2017,Farley Road Solar  LLC,NA,NA,NA,NA,0.289,Worcester,Massachusetts
5476,Farmer City,11.3,40.2461,-88.6388,Oil,1985.168142,City of Farmer City - (IL),0.063,0.049,0.045,0.06,0.063,De Witt,Illinois
5477,Farmers Branch Renewable Energy Facility,3.2,33.0311,-96.9572,Waste,2011,WM Renewable Energy LLC,24.107,24.581,26.024,26.538,24.959,Denton,Texas
5478,Farmers City Wind LLC,146,40.575,-95.5228,Wind,2009,Avangrid Renewables LLC,332.329,283.023,276.576,315.679,317.435,Fremont,Iowa
5479,Farmersville,4.5,36.19,-119.12,Solar,2014,Sequoia PV 1 LLC,NA,3.158,8.822,8.804,8.122,Tulare,California
5480,Farmington Holdco Solar,5,44.6231,-93.134,Solar,2017,Farmington Holdco LLC,NA,NA,NA,NA,6.005,Dakota,Minnesota
5481,Farrington Farm,1,35.8328,-79.025,Solar,2012,Farrington Solar Farm LLC,1.667,1.626,1.353,1.621,1.611,Chatham,North Carolina
5482,Faulkton,2.7,45.0367,-99.1202,Oil,1969,NorthWestern Energy - (SD),-0.092,-0.045,-0.117,-0.071,-0.101,Faulk,South Dakota
5483,Fayette,10.9,39.1406,-92.68,Oil,1981.330275,City of Fayette - (MO),NA,NA,NA,NA,NA,Howard,Missouri
5484,Fayette Energy Facility,644.1,39.8592,-79.9182,Gas,2003,Dynegy Fayette Energy Facility,4040.204,4461.553,5244.353,4606.878,4082.176,Fayette,Pennsylvania
5485,Fayette Power Project,1690,29.9172,-96.7506,Coal,1981.813609,Lower Colorado River Authority,0,9283.719952,8727.17602,10148.49724,11424.63628,Fayette,Texas
5486,Feather River Energy Center,47,39.1093,-121.6093,Gas,2003,Calpine Corp-Yuba City,32.353,24.096,26.483,26.059,24.505,Sutter,California
5487,FedEx Field Solar Facility,2,38.9078,-76.8644,Solar,2011,NRG Solar Arrowhead LLC,2.34234,2.16315,2.274,2.355,2.004,Prince George's,Maryland
5488,FedEx Woodbridge,2.4,40.5064,-74.3235,Solar,2010,SSA Solar of NJ LLC,2.215,2.146,2.162,2.787,2.42,Middlesex,New Jersey
5489,Federal Road Solar 1  LLC,4.4,41.8069,-70.7257,Solar,2016,Federal Road Solar 1  LLC,NA,NA,0.056,6.418,6.836,Plymouth,Massachusetts
5490,Feeder Dam Hydro Plant,5,43.2899,-73.6658,Hydro,1924,Erie Boulevard Hydropower LP,27.959,26.424,22.504,22.498,29.716,Warren,New York
5491,Felt,6.9,43.9135,-111.2833,Hydro,1978.565217,Fall River Rural Elec Coop Inc,25.684,32.313,26.576,25.327,37.06,Fremont,Idaho
5492,Felt Hydroelectric Plant,7.4,43.9097,-111.2854,Hydro,1986,CDM Hydroelectric Co,25.68,32.316,26.573,22.612,36.966,Fremont,Idaho
5493,Fenner Wind,30,42.989,-75.7625,Wind,2001,CHI Energy Inc,68.252,67.944,67.35,62.451,44.448,Madison,New York
5494,Fennimore,7.4,42.9828,-90.6558,Oil,1988.810811,City of Fennimore - (WI),0.026,0.026,0.021,0.047,0.012,Grant,Wisconsin
5495,Fenton Wind Farm,205.5,43.8528,-96.0183,Wind,2007,EDF Renewable Asset Holdings  Inc.,667.335,749.21,737.599,735.765,692.824,Pipestone,Minnesota
5496,Fergus Control Ctr,2,46.2807,-96.0704,Oil,1995,Otter Tail Power Co,0.02,0.022,0.022,0.022,0.021,Otter Tail,Minnesota
5497,Fermi,1281,41.9631,-83.2581,Nuclear,1986.900859,DTE Electric Company,6599.55,7793.433,7331.529,9151.421,8696.461,Monroe,Michigan
5498,Fernandina Beach Mill,96.9,30.6818,-81.4554,Biomass,1984.315789,WestRock  Fernandina Beach,596.970005,624.545002,631.45799,660.115024,640.992563,Nassau,Florida
5499,Fernandina Plant,42,30.6612,-81.473,Waste,1982.47619,Rayonier Advanced Materials,267.294008,261.615992,255.340894,217.900915,250.216732,Nassau,Florida
5500,Ferndale Generating Station,285.5,48.829,-122.6851,Gas,1994,Puget Sound Energy Inc,869.388005,723.051996,868.847995,742.347002,741.357,Whatcom,Washington
5501,Fey Windfarm LLC,2,44.0364,-96.0736,Wind,2003,Fey Windfarm LLC,5.654,6.808,6.147,6.104,5.987,Pipestone,Minnesota
5502,Fiber Recovery  Inc.,2.4,44.8875,-89.3859,Waste,2008,Fiber Recovery  Inc,NA,NA,NA,NA,0.06,Marathon,Wisconsin
5503,Fiddler's Canyon #1,3,37.7503,-113.2537,Solar,2015,SunE Solar XVII Project 1  LLC,NA,NA,1.546,7.012,7.438,Iron,Utah
5504,Fiddler's Canyon #2,3,37.7947,-113.2837,Solar,2015,SunE Solar XVII Project 2  LLC,NA,NA,1.589,7.274,7.318,Iron,Utah
5505,Fiddler's Canyon 3,3,37.7313,-113.2166,Solar,2016,SunE Solar XVII Project 3  LLC,NA,NA,0,7.164,7.178,Iron,Utah
5506,Field Street,48,29.0213,-80.9949,Oil,2001,New Smyrna Beach Utilities Commission,2.275,0.265,0.001,-0.102,-0.106,Volusia,Florida
5507,Fife Brook,11.2,42.6857,-72.9776,Hydro,1974,Bear Swamp Power Company LLC,0.478,32.154,22.259,21.893,35.136,Franklin,Massachusetts
5508,Fighting Creek LFGTE Plant,3.2,47.5317,-116.93,Waste,2012,Kootenai Electric Cooperative Inc,11.019,8.639,12.485,11.453,12.195,Kootenai,Idaho
5509,Finch Paper,29,43.3084,-73.6376,Waste,1987,Finch Paper LLC,149.679,152.936,134.87,138.485824,120.427383,Warren,New York
5510,Findlay Wind Farm,3,41.1012,-83.6444,Wind,2016,Findlay Wind Farm,NA,NA,0,7.114,8.356,Hancock,Ohio
5511,Finger Lakes Solar I,1.9,42.814,-77.0456,Solar,2016,Finger Lakes Solar I  LLC,NA,NA,NA,0.137,3.885,Ontario,New York
5512,Finley Buttes Landfill Gas,4.8,45.69,-119.61,Waste,2008,Finley BioEnergy LLC,34.81,34.805,24.808,27.91,28.99,Morrow,Oregon
5513,Fire Island Wind,18,61.13,-150.2436,Wind,2012,Fire Island Wind LLC,44.784,47.813,50.562,56.022,47.715,Anchorage Municipality,Alaska
5514,First Citizens Bank,1.5,35.7285,-78.6392,Solar,2012,First Citizens Bank,NA,NA,NA,NA,1.796,Wake,North Carolina
5515,FirstEnergy Bay Shore,166.5,41.6917,-83.4378,Petcoke,1956.153153,FirstEnergy Generation Corp,1140.254012,939.866002,1088.799009,963.010001,1037.508023,Lucas,Ohio
5516,FirstEnergy Bruce Mansfield,2741.1,40.6348,-80.4159,Coal,1977.666667,FirstEnergy Generation Corp,17489.36929,17142.73977,13610.81719,0,7686.180006,Beaver,Pennsylvania
5517,FirstEnergy Eastlake,32,41.6711,-81.4425,Oil,1974,FirstEnergy Generation Corp,540.652997,1184.160993,0,0,0.052,Lake,Ohio
5518,FirstEnergy Fort Martin Power Station,1152,39.7108,-79.9275,Coal,1968,Monongahela Power Co,7914.160967,6168.168971,7296.429954,6806.128958,6266.27899,Fayette,Pennsylvania
5519,FirstEnergy Harrison Power Station,2052,39.3842,-80.3325,Coal,1974,Allegheny Energy Supply Co LLC,12706.89158,12845.55705,11269.95478,12890.17192,13043.03445,Harrison,West Virginia
5520,FirstEnergy Pleasants Power Station,1368,39.3667,-81.2944,Coal,1980,Allegheny Energy Supply Co LLC,8109.538985,8578.385979,7047.531962,6893.024092,7807.671955,Washington,Ohio
5521,FirstEnergy W H Sammis,2468.1,40.5317,-80.6319,Coal,1966.80799,FirstEnergy Generation Corp,12406.145,11920.55499,8843.395964,8112.503006,6219.684995,Hancock,West Virginia
5522,FirstEnergy West Lorain,555.6,41.4294,-82.2644,Gas,1994.418287,FirstEnergy Generation Corp,58.72,56.379,0.681,-3.38,-3.152,Lorain,Ohio
5523,Fish Creek,11,43.2742,-122.449,Hydro,1952,PacifiCorp,15.766,24.132,7.941,34.839,42.304,Lane,Oregon
5524,Fisher Road Solar,4.6,41.5933,-71.0181,Solar,2015,Fisher Road Solar I  LLC,NA,NA,8.25,8.563,7.713,Bristol,Massachusetts
5525,Fisher Solar Farm - NC,5,35.2413,-80.0346,Solar,2015,Fisher Solar Farm  LLC,NA,NA,NA,9.601,9.746,Montgomery,North Carolina
5526,Fishers Island 1,2.6,41.2686,-72.01,Oil,2011,Connecticut Mun Elec Engy Coop,0.316,0.237,0.356,0.316,0.192,New London,Connecticut
5527,Fishing Creek,42.3,34.6,-80.8928,Hydro,1916,Duke Energy Carolinas  LLC,202.021,156.449,135.239,112.094,111.618,Chester,South Carolina
5528,Fisk Street,288.8,41.8508,-87.6533,Oil,1968,Midwest Generations EME LLC,0.716,1.011,0.587,2.548,5.08,Cook,Illinois
5529,Fitchburg,57.6,43.0147,-89.4603,Gas,1973,Madison Gas & Electric Co,0,0,0,0,-0.129,Dane,Wisconsin
5530,Fitchburg Gas Recovery,4.8,42.5354,-71.8481,Waste,2007.666667,WM Renewable Energy LLC,33.443,27.238,25.278,34.542,36.51,Worcester,Massachusetts
5531,Five Channels,6,44.4555,-83.6763,Hydro,1912,Consumers Energy Co,23.452,24.376,24.146,27.063,28.216,Iosco,Michigan
5532,Five Falls,24,44.5275,-74.8492,Hydro,1955,Erie Boulevard Hydropower LP,106.764,97.749,88.237,83.926,122.148,St. Lawrence,New York
5533,Five Oaks Gas Recovery,3.2,39.5678,-89.3683,Waste,2008,WM Renewable Energy LLC,25.753,26.041,25.995,26.173,26.113,Christian,Illinois
5534,Five Points Solar Park,60,36.3869,-120.2367,Solar,2016,Five Points Solar Park  LLC,NA,NA,NA,42.913,148.982,Fresno,California
5535,Five Points Solar Station,15,36.4003,-120.1033,Solar,2011,Pacific Gas & Electric Co.,28.338,28.299,25.471,29.839,27.708,Fresno,California
5536,Flambeau Crowley Rapids Project,1.5,45.8683,-90.5844,Hydro,1930,Renewable World Energies LLC,0.01,7.799,6.844,9.106,8.57,Price,Wisconsin
5537,Flambeau Hydroelectric Station,22,45.4918,-91.0472,Hydro,1951,Dairyland Power Coop,66.372,86.005,73.107,92.579,90.319,Rusk,Wisconsin
5538,Flambeau Lower Project,1.2,45.9135,-90.4475,Hydro,1923,Renewable World Energies LLC,4.915,6.379,5.701,7.264,6.281,Price,Wisconsin
5539,Flambeau River Papers,5.7,45.9356,-90.4472,Waste,1982,Flambeau River Papers,29.184,28.554,25.289,31.663,31.962,Price,Wisconsin
5540,Flambeau Solar Partners,2.5,45.7368,-90.471,Solar,2017,Flambeau Solar Partners  LLC,NA,NA,NA,NA,2.806,Price,Wisconsin
5541,Flaming Gorge,151.8,40.9146,-109.4217,Hydro,1963.666667,U S Bureau of Reclamation,303.057,416.743,548.65,495.226,838.404,Daggett,Utah
